car_id,dealer_id,make,model,year,acquisition_price,expected_resale_price,condition_score,location,ingredients_date,days_in_stock,status
2495,21,Mercedes-Benz,Dürfen,2021,19941.0,22932.149999999998,2,Parsberg,2023-06-14 19:09:59,172,sold
2496,21,Ford,An,2024,17877.0,,7,Parsberg,2023-09-28 16:26:21,32,available
2497,21,Ford,Mensch,2019,25606.0,29446.899999999998,1,Parsberg,2024-12-19 03:03:10,175,sold
2498,21,Ford,Schlagen,2018,39967.0,45962.049999999996,7,Parsberg,2023-12-04 02:38:13,56,sold
2499,21,Ford,Nur,2021,41400.0,,10,Parsberg,2024-11-20 15:20:55,140,available
2500,21,Ford,Geburtstag,2020,48462.0,55731.299999999996,4,Parsberg,2024-05-12 09:43:57,96,sold
2501,21,Mercedes-Benz,Singen,2019,16939.0,19479.85,6,Parsberg,2023-05-06 12:16:27,19,sold
2502,21,Ford,Rufen,2018,47146.0,54217.899999999994,6,Parsberg,2026-01-21 10:04:57,84,available
2503,21,Ford,Geburtstag,2020,35608.0,40949.2,3,Parsberg,2024-11-03 11:18:05,121,sold
2504,21,Mercedes-Benz,Unser,2022,30569.0,,7,Parsberg,2025-03-17 12:50:08,164,available
2505,21,Ford,Dumm,2024,34057.0,39165.549999999996,3,Parsberg,2024-08-26 01:03:57,155,sold
2506,21,Mercedes-Benz,Von,2018,17525.0,20153.75,1,Parsberg,2023-03-30 20:19:48,123,sold
2507,21,Ford,Tun,2019,12305.0,14150.749999999998,9,Parsberg,2025-06-27 22:35:31,156,sold
2508,21,Mercedes-Benz,Mama,2024,29534.0,33964.1,9,Parsberg,2024-12-29 12:59:24,53,sold
2509,21,Mercedes-Benz,Ließ,2020,45195.0,51974.24999999999,9,Parsberg,2026-01-06 14:51:50,148,available
2510,21,Mercedes-Benz,Davon,2023,44775.0,,3,Parsberg,2023-04-25 18:15:25,103,available
2511,21,Ford,Vor,2022,13125.0,15093.749999999998,10,Parsberg,2024-10-22 14:16:31,78,sold
2512,21,Ford,Traurig,2018,42219.0,48551.85,7,Parsberg,2025-08-23 11:21:31,2,sold
2513,21,Mercedes-Benz,Fährt,2023,21512.0,,10,Parsberg,2024-12-28 12:30:16,81,available
2514,21,Ford,Gab,2019,23477.0,26998.55,5,Parsberg,2025-10-08 07:09:20,25,sold
2515,21,Ford,Den,2022,41836.0,48111.399999999994,10,Parsberg,2025-03-15 12:19:06,101,sold
2516,21,Ford,Schenken,2019,28233.0,32467.949999999997,1,Parsberg,2025-09-13 23:02:02,120,sold
2517,21,Ford,Dein,2018,48002.0,55202.299999999996,3,Parsberg,2025-11-05 03:29:30,80,sold
2518,21,Ford,Helfen,2019,34533.0,,7,Parsberg,2023-07-09 02:40:54,56,available
2519,21,Mercedes-Benz,Auch,2024,10377.0,11933.55,8,Parsberg,2023-09-19 18:59:19,159,sold
2520,21,Ford,Uhr,2019,43249.0,49736.35,3,Parsberg,2024-05-20 20:21:55,45,sold
2521,21,Mercedes-Benz,Ging,2023,19318.0,,10,Parsberg,2023-07-03 08:24:15,12,available
2522,21,Ford,Fehlen,2021,12539.0,14419.849999999999,3,Parsberg,2025-07-07 13:27:41,168,sold
2523,21,Mercedes-Benz,Sohn,2018,41777.0,48043.549999999996,10,Parsberg,2024-05-05 16:21:31,158,sold
2524,21,Mercedes-Benz,Drei,2022,47025.0,,3,Parsberg,2025-08-08 20:47:16,147,available
2525,21,Ford,Musik,2019,15146.0,,8,Parsberg,2024-03-06 07:29:55,167,available
2526,22,Skoda,Auf,2020,35091.0,,7,Rathenow,2024-08-23 17:32:24,39,available
2527,22,Skoda,Langsam,2020,30137.0,,10,Rathenow,2025-08-24 15:55:54,3,available
2528,22,Ford,Natürlich,2024,21435.0,24650.249999999996,8,Rathenow,2024-06-25 10:01:03,167,sold
2529,22,Skoda,Kopf,2019,10463.0,12032.449999999999,6,Rathenow,2024-11-14 03:18:25,18,sold
2530,22,Ford,Finger,2020,34651.0,39848.649999999994,1,Rathenow,2025-11-11 13:11:19,41,sold
2531,22,Ford,Weg,2018,14883.0,17115.449999999997,4,Rathenow,2024-10-11 07:39:44,151,sold
2532,22,Ford,Klettern,2022,35318.0,,4,Rathenow,2025-06-24 04:05:33,1,available
2533,22,Skoda,Ganz,2023,12202.0,14032.3,4,Rathenow,2024-06-23 23:07:56,155,sold
2534,22,Skoda,Er,2021,13347.0,15349.05,9,Rathenow,2025-02-26 05:36:24,91,sold
2535,22,Ford,Mensch,2020,15173.0,,9,Rathenow,2024-12-17 20:47:18,145,available
2536,22,Skoda,Bei,2018,24436.0,28101.399999999998,3,Rathenow,2025-11-22 06:18:16,44,sold
2537,22,Skoda,Drei,2023,13496.0,15520.4,4,Rathenow,2025-08-01 05:26:39,150,sold
2538,22,Skoda,Lange,2021,22229.0,25563.35,2,Rathenow,2024-02-25 16:00:34,51,sold
2539,22,Opel,Finden,2019,12133.0,13952.949999999999,8,Rathenow,2024-10-16 19:53:26,79,sold
2540,22,Opel,Wer,2021,30726.0,35334.899999999994,3,Rathenow,2023-12-21 10:39:28,158,sold
2541,22,Skoda,Her,2023,46159.0,53082.85,5,Rathenow,2023-08-02 04:20:08,159,sold
2542,22,Opel,Spät,2018,44733.0,51442.95,4,Rathenow,2023-04-16 13:47:23,103,sold
2543,22,Ford,Name,2022,12536.0,,1,Rathenow,2024-12-12 04:08:30,11,available
2544,22,Ford,Zahl,2018,23680.0,27231.999999999996,8,Rathenow,2024-02-22 13:38:16,64,sold
2545,22,Skoda,Sein,2019,43595.0,50134.24999999999,1,Rathenow,2023-12-25 16:53:35,103,sold
2546,22,Skoda,Jeder,2020,15741.0,18102.149999999998,10,Rathenow,2025-07-15 00:32:24,29,sold
2547,22,Skoda,Heute,2019,35092.0,40355.799999999996,8,Rathenow,2023-10-08 04:20:52,162,sold
2548,22,Opel,Anfangen,2023,25295.0,29089.249999999996,6,Rathenow,2025-08-16 06:00:17,172,sold
2549,22,Opel,Sein,2019,22592.0,25980.8,6,Rathenow,2025-01-30 02:37:05,98,sold
2550,22,Skoda,Tot,2019,48833.0,56157.95,4,Rathenow,2025-05-14 10:53:47,32,sold
2551,22,Skoda,Gehören,2021,29047.0,33404.049999999996,9,Rathenow,2024-09-28 14:31:33,123,sold
2552,22,Opel,Sofort,2024,14870.0,,7,Rathenow,2025-07-06 14:11:28,93,available
2553,22,Opel,Hunger,2018,19185.0,22062.75,2,Rathenow,2025-01-30 15:27:44,91,sold
2554,22,Opel,Tot,2019,48982.0,56329.299999999996,9,Rathenow,2025-01-03 01:53:37,17,sold
2555,22,Skoda,Geschenk,2023,33070.0,38030.5,6,Rathenow,2023-02-25 14:02:10,58,sold
2556,22,Opel,Monate,2023,10073.0,11583.949999999999,8,Rathenow,2025-11-06 09:08:05,136,available
2557,22,Ford,Lehrer,2022,24172.0,27797.8,4,Rathenow,2025-04-25 23:31:31,72,sold
2558,22,Opel,Nächste,2024,32857.0,,2,Rathenow,2023-04-19 10:53:12,123,available
2559,22,Opel,Sitzen,2019,28764.0,,4,Rathenow,2023-11-09 03:50:50,18,available
2560,22,Ford,Haus,2019,11710.0,,1,Rathenow,2025-08-28 03:06:56,127,available
2561,22,Skoda,Affe,2018,33282.0,38274.299999999996,7,Rathenow,2023-10-23 07:00:09,10,sold
2562,22,Ford,Spielen,2023,13694.0,15748.099999999999,8,Rathenow,2025-11-16 03:00:29,132,available
2563,22,Skoda,Ding,2024,13044.0,,9,Rathenow,2024-03-23 14:14:55,18,available
2564,22,Ford,Oder,2024,43392.0,,2,Rathenow,2023-11-24 09:09:43,175,available
2565,22,Skoda,Das,2020,11745.0,13506.749999999998,4,Rathenow,2025-06-22 10:59:45,8,sold
2566,22,Skoda,Zeigen,2020,28849.0,33176.35,6,Rathenow,2023-03-23 12:47:54,135,sold
2567,22,Ford,Singen,2020,11720.0,13477.999999999998,10,Rathenow,2023-09-19 14:10:15,118,sold
2568,22,Opel,Gar,2020,42915.0,49352.24999999999,5,Rathenow,2024-08-14 06:49:53,107,sold
2569,22,Opel,Essen,2024,45514.0,,2,Rathenow,2025-12-10 04:59:14,13,available
2570,22,Skoda,Schön,2024,32492.0,37365.799999999996,7,Rathenow,2025-05-08 14:22:13,62,sold
2571,22,Opel,Arzt,2022,48732.0,56041.799999999996,6,Rathenow,2025-02-13 18:26:59,76,sold
2572,22,Skoda,Immer,2024,13710.0,15766.499999999998,4,Rathenow,2025-07-03 00:28:35,179,sold
2573,22,Ford,Später,2023,15957.0,,4,Rathenow,2025-10-29 21:41:51,100,available
2574,22,Opel,Werden,2023,22768.0,26183.199999999997,2,Rathenow,2025-07-23 22:02:03,74,sold
2575,22,Skoda,Finger,2020,24064.0,27673.6,3,Rathenow,2025-01-04 04:17:06,72,sold
2576,22,Skoda,Glas,2021,37977.0,43673.549999999996,4,Rathenow,2023-11-21 07:33:25,154,sold
2577,22,Opel,Loch,2023,33447.0,38464.049999999996,4,Rathenow,2024-12-06 12:17:08,61,sold
2578,22,Skoda,Junge,2022,19658.0,22606.699999999997,9,Rathenow,2023-07-26 11:20:02,165,sold
2579,22,Ford,Dorf,2022,20418.0,23480.699999999997,6,Rathenow,2023-09-13 16:14:00,8,sold
2580,22,Skoda,Schön,2018,31156.0,,9,Rathenow,2024-11-04 06:53:10,139,available
2581,22,Ford,Treffen,2024,34497.0,,9,Rathenow,2023-07-23 00:39:42,156,available
2582,22,Skoda,Es,2022,18058.0,,4,Rathenow,2024-06-08 05:33:43,16,available
2583,22,Opel,Kopf,2020,36151.0,41573.649999999994,7,Rathenow,2024-07-14 02:58:53,19,sold
2584,22,Opel,Himmel,2018,38669.0,44469.35,10,Rathenow,2024-07-09 15:45:03,126,sold
2585,22,Skoda,Zimmer,2020,39719.0,45676.85,1,Rathenow,2025-05-05 15:24:58,131,sold
2586,22,Opel,Fallen,2018,21762.0,25026.3,5,Rathenow,2025-11-17 12:52:03,30,sold
2587,22,Ford,Gewinnen,2024,25749.0,29611.35,8,Rathenow,2025-10-15 12:02:12,126,available
2588,22,Opel,Suchen,2020,13428.0,15442.199999999999,5,Rathenow,2024-09-13 21:44:02,27,sold
2589,22,Skoda,Springen,2020,32645.0,37541.75,5,Rathenow,2024-05-29 10:53:07,147,sold
2590,22,Skoda,Für,2024,28194.0,32423.1,3,Rathenow,2024-02-19 22:28:27,119,sold
2591,22,Opel,Wollen,2019,43717.0,50274.549999999996,1,Rathenow,2023-03-10 22:21:04,20,sold
2592,22,Opel,Tür,2022,30759.0,35372.85,9,Rathenow,2025-12-12 18:43:43,112,available
2593,22,Ford,Baum,2023,13033.0,,1,Rathenow,2023-02-26 13:43:44,164,available
2594,22,Ford,Drei,2024,19028.0,,10,Rathenow,2024-08-23 15:43:34,92,available
2595,22,Ford,Glas,2024,42754.0,,2,Rathenow,2025-07-06 09:31:08,50,available
2596,22,Skoda,Fährt,2024,21271.0,24461.649999999998,3,Rathenow,2025-03-04 12:10:42,116,sold
2597,22,Ford,Über,2023,33477.0,38498.549999999996,1,Rathenow,2025-06-15 15:17:30,84,sold
2598,22,Opel,Fröhlich,2020,22230.0,25564.499999999996,6,Rathenow,2024-10-01 13:09:17,37,sold
2599,22,Skoda,Lieb,2021,22657.0,26055.55,4,Rathenow,2024-10-24 23:17:51,24,sold
2600,22,Opel,Fünf,2024,45412.0,52223.799999999996,5,Rathenow,2024-09-08 02:29:46,127,sold
2601,22,Skoda,Gerade,2024,23895.0,27479.249999999996,5,Rathenow,2025-04-24 03:00:07,78,sold
2602,23,Mercedes-Benz,Vogel,2020,20210.0,,3,Cloppenburg,2024-08-24 07:26:17,155,available
2603,23,Mercedes-Benz,Einigen,2019,22418.0,25780.699999999997,8,Cloppenburg,2023-08-25 03:02:14,107,sold
2604,23,Mercedes-Benz,Schnell,2024,13005.0,14955.749999999998,2,Cloppenburg,2023-10-24 18:12:47,178,sold
2605,23,Mercedes-Benz,Sache,2021,40805.0,46925.75,4,Cloppenburg,2023-03-18 03:10:08,101,sold
2606,23,Mercedes-Benz,Allein,2023,23091.0,26554.649999999998,2,Cloppenburg,2023-10-28 16:08:01,157,sold
2607,23,Mercedes-Benz,Finden,2023,29388.0,,7,Cloppenburg,2024-08-23 03:26:10,27,available
2608,23,Mercedes-Benz,Hand,2024,40776.0,46892.399999999994,10,Cloppenburg,2025-03-08 09:48:56,179,sold
2609,23,Mercedes-Benz,Baum,2020,42117.0,,5,Cloppenburg,2023-10-17 02:34:41,49,available
2610,23,Mercedes-Benz,Gott,2021,25756.0,29619.399999999998,4,Cloppenburg,2025-01-11 12:44:52,101,sold
2611,23,Mercedes-Benz,Weiter,2021,22542.0,25923.3,3,Cloppenburg,2023-09-12 17:34:33,121,sold
2612,23,Mercedes-Benz,Machen,2019,19597.0,22536.55,10,Cloppenburg,2025-08-01 21:24:16,153,sold
2613,23,Mercedes-Benz,Himmel,2023,37241.0,42827.149999999994,10,Cloppenburg,2025-04-01 08:52:32,147,sold
2614,23,Mercedes-Benz,Haben,2021,48849.0,56176.35,4,Cloppenburg,2025-07-26 04:34:42,167,sold
2615,23,Mercedes-Benz,Baden,2023,25304.0,29099.6,7,Cloppenburg,2023-09-08 16:42:40,180,sold
2616,23,Mercedes-Benz,Neun,2020,46561.0,53545.149999999994,6,Cloppenburg,2025-07-10 18:02:03,87,sold
2617,23,Mercedes-Benz,Helfen,2024,30197.0,34726.549999999996,10,Cloppenburg,2026-01-27 06:57:40,28,available
2618,23,Mercedes-Benz,Nur,2024,49976.0,57472.399999999994,2,Cloppenburg,2023-08-06 10:58:00,1,sold
2619,23,Mercedes-Benz,Nicht,2019,48989.0,56337.35,9,Cloppenburg,2024-05-28 08:43:27,53,sold
2620,23,Mercedes-Benz,Buch,2021,10295.0,,9,Cloppenburg,2025-12-04 16:30:56,51,available
2621,23,Mercedes-Benz,In,2023,39517.0,,10,Cloppenburg,2025-07-12 02:56:08,30,available
2622,23,Mercedes-Benz,Alle,2021,48921.0,,3,Cloppenburg,2025-12-02 00:28:55,13,available
2623,23,Mercedes-Benz,Die,2019,24846.0,,5,Cloppenburg,2023-10-23 23:25:26,46,available
2624,23,Mercedes-Benz,Für,2023,15852.0,18229.8,8,Cloppenburg,2024-01-12 11:59:11,61,sold
2625,23,Mercedes-Benz,Darauf,2019,14353.0,,10,Cloppenburg,2024-04-16 22:07:37,156,available
2626,23,Mercedes-Benz,Lachen,2024,31661.0,36410.149999999994,3,Cloppenburg,2023-07-04 03:24:42,48,sold
2627,23,Mercedes-Benz,Berg,2023,23960.0,27553.999999999996,10,Cloppenburg,2024-08-23 18:29:09,154,sold
2628,23,Mercedes-Benz,Grün,2022,42390.0,48748.49999999999,10,Cloppenburg,2024-07-12 21:14:09,10,sold
2629,23,Mercedes-Benz,Dem,2019,24288.0,27931.199999999997,2,Cloppenburg,2023-07-20 12:47:59,64,sold
2630,23,Mercedes-Benz,Unser,2020,23771.0,27336.649999999998,4,Cloppenburg,2023-09-16 01:00:28,65,sold
2631,23,Mercedes-Benz,Der,2018,19893.0,22876.949999999997,1,Cloppenburg,2025-01-27 15:30:29,142,sold
2632,23,Mercedes-Benz,Nichts,2023,31961.0,36755.149999999994,8,Cloppenburg,2024-10-18 05:49:05,169,sold
2633,23,Mercedes-Benz,Vater,2019,23247.0,26734.05,5,Cloppenburg,2025-05-18 17:27:20,141,sold
2634,23,Mercedes-Benz,Vorbei,2023,34576.0,39762.399999999994,10,Cloppenburg,2023-02-15 19:50:15,96,sold
2635,23,Mercedes-Benz,Welt,2022,14749.0,16961.35,1,Cloppenburg,2024-08-24 15:22:33,166,sold
2636,23,Mercedes-Benz,Fenster,2024,10131.0,11650.65,5,Cloppenburg,2024-06-15 17:17:18,52,sold
2637,23,Mercedes-Benz,Lesen,2023,40590.0,46678.5,6,Cloppenburg,2023-12-07 00:51:08,95,sold
2638,23,Mercedes-Benz,Nehmen,2024,23471.0,26991.649999999998,8,Cloppenburg,2023-09-10 15:25:55,176,sold
2639,23,Mercedes-Benz,Ein,2019,23466.0,,6,Cloppenburg,2023-05-27 00:22:07,133,available
2640,23,Mercedes-Benz,Lieb,2019,38335.0,44085.25,7,Cloppenburg,2024-06-16 09:46:28,53,sold
2641,23,Mercedes-Benz,Antworten,2018,48087.0,55300.049999999996,9,Cloppenburg,2024-02-13 17:00:44,30,sold
2642,23,Mercedes-Benz,Zwei,2024,25058.0,28816.699999999997,7,Cloppenburg,2024-11-26 12:04:01,154,sold
2643,23,Mercedes-Benz,Spaß,2021,21995.0,,7,Cloppenburg,2026-01-19 08:04:42,11,available
2644,23,Mercedes-Benz,Mama,2024,47560.0,,5,Cloppenburg,2023-02-25 14:01:33,85,available
2645,23,Mercedes-Benz,Wieder,2019,40711.0,46817.649999999994,6,Cloppenburg,2025-07-22 09:18:47,85,sold
2646,23,Mercedes-Benz,Ein,2019,33308.0,,9,Cloppenburg,2023-06-13 05:55:34,20,available
2647,23,Mercedes-Benz,Fast,2018,46169.0,53094.35,2,Cloppenburg,2025-02-07 07:39:46,142,sold
2648,23,Mercedes-Benz,Darin,2023,41586.0,47823.899999999994,8,Cloppenburg,2024-02-19 02:02:09,14,sold
2649,23,Mercedes-Benz,Früher,2018,45271.0,52061.649999999994,4,Cloppenburg,2023-08-20 16:01:44,22,sold
2650,23,Mercedes-Benz,Sonne,2019,24620.0,28312.999999999996,8,Cloppenburg,2023-04-16 16:49:56,128,sold
2651,23,Mercedes-Benz,Loch,2019,40488.0,,4,Cloppenburg,2023-03-16 23:56:17,163,available
2652,23,Mercedes-Benz,Erde,2023,41930.0,,10,Cloppenburg,2025-12-01 14:06:04,55,available
2653,23,Mercedes-Benz,Danach,2021,19484.0,,2,Cloppenburg,2023-03-17 00:23:50,10,available
2654,23,Mercedes-Benz,Frage,2024,41450.0,47667.49999999999,2,Cloppenburg,2026-01-02 23:51:01,132,available
2655,23,Mercedes-Benz,Nicht,2023,39794.0,45763.1,9,Cloppenburg,2025-03-02 04:57:24,110,sold
2656,23,Mercedes-Benz,Unter,2024,18818.0,21640.699999999997,9,Cloppenburg,2023-09-23 20:34:25,145,sold
2657,23,Mercedes-Benz,Wichtig,2018,38350.0,44102.5,2,Cloppenburg,2024-08-04 04:42:21,123,sold
2658,23,Mercedes-Benz,Dort,2023,14060.0,16168.999999999998,10,Cloppenburg,2025-07-06 01:16:27,60,sold
2659,23,Mercedes-Benz,Alle,2018,38009.0,43710.35,7,Cloppenburg,2025-03-26 10:10:03,151,sold
2660,23,Mercedes-Benz,Gegen,2021,47865.0,55044.74999999999,4,Cloppenburg,2023-06-26 21:28:57,49,sold
2661,23,Mercedes-Benz,Sehen,2022,28141.0,32362.149999999998,7,Cloppenburg,2024-02-18 18:30:23,92,sold
2662,23,Mercedes-Benz,Maus,2018,20272.0,23312.8,8,Cloppenburg,2023-07-20 21:00:30,4,sold
2663,23,Mercedes-Benz,Milch,2023,13254.0,15242.099999999999,3,Cloppenburg,2024-08-19 03:28:21,84,sold
2664,23,Mercedes-Benz,Erzählen,2022,39330.0,45229.5,8,Cloppenburg,2025-11-01 19:40:49,125,available
2665,23,Mercedes-Benz,Wenn,2024,46743.0,53754.45,4,Cloppenburg,2025-02-05 16:08:16,174,sold
2666,23,Mercedes-Benz,Eltern,2019,28000.0,32199.999999999996,4,Cloppenburg,2024-05-30 16:38:01,85,sold
2667,23,Mercedes-Benz,Fertig,2023,15027.0,,8,Cloppenburg,2026-02-01 19:00:36,152,available
2668,23,Mercedes-Benz,Zug,2019,19143.0,,8,Cloppenburg,2023-06-21 01:27:25,10,available
2669,23,Mercedes-Benz,Name,2021,46503.0,53478.45,6,Cloppenburg,2025-10-24 06:56:34,27,sold
2670,23,Mercedes-Benz,Baum,2024,38060.0,43769.0,6,Cloppenburg,2025-11-17 00:07:16,163,available
2671,23,Mercedes-Benz,Blau,2023,10946.0,12587.9,9,Cloppenburg,2024-03-12 01:49:17,36,sold
2672,23,Mercedes-Benz,Der,2020,17301.0,19896.149999999998,4,Cloppenburg,2024-01-28 00:27:25,102,sold
2673,23,Mercedes-Benz,Schlecht,2022,41979.0,48275.85,9,Cloppenburg,2025-03-11 17:20:49,64,sold
2674,23,Mercedes-Benz,Lehrerin,2019,26658.0,30656.699999999997,4,Cloppenburg,2026-01-01 09:33:02,17,sold
2675,23,Mercedes-Benz,Fest,2023,47178.0,54254.7,4,Cloppenburg,2026-02-03 01:31:19,147,available
2676,23,Mercedes-Benz,Im,2018,38252.0,,4,Cloppenburg,2024-11-30 02:04:03,81,available
2677,23,Mercedes-Benz,Zahl,2020,19507.0,,10,Cloppenburg,2024-06-08 03:35:47,145,available
2678,23,Mercedes-Benz,Maus,2019,40240.0,,9,Cloppenburg,2024-04-25 02:43:56,105,available
2679,23,Mercedes-Benz,Sollen,2024,27018.0,31070.699999999997,4,Cloppenburg,2025-06-05 04:38:24,170,sold
2680,23,Mercedes-Benz,Haare,2019,25805.0,29675.749999999996,9,Cloppenburg,2023-10-21 12:23:07,45,sold
2681,23,Mercedes-Benz,Sieht,2019,30901.0,35536.149999999994,1,Cloppenburg,2023-10-29 21:28:16,166,sold
2682,23,Mercedes-Benz,Daran,2020,30403.0,34963.45,10,Cloppenburg,2024-05-28 23:35:16,50,sold
2683,23,Mercedes-Benz,Weg,2023,23290.0,26783.499999999996,4,Cloppenburg,2023-12-07 14:11:23,72,sold
2684,23,Mercedes-Benz,Tag,2023,40286.0,46328.899999999994,5,Cloppenburg,2025-03-27 19:03:16,47,sold
2685,23,Mercedes-Benz,Wer,2021,30906.0,35541.899999999994,7,Cloppenburg,2024-12-04 05:51:40,107,sold
2686,23,Mercedes-Benz,Schwimmen,2024,36346.0,41797.899999999994,7,Cloppenburg,2024-07-23 03:29:20,166,sold
2687,23,Mercedes-Benz,Finden,2022,23576.0,27112.399999999998,5,Cloppenburg,2024-04-02 03:51:54,25,sold
2688,23,Mercedes-Benz,Tag,2019,20260.0,,10,Cloppenburg,2025-04-10 07:54:18,56,available
2689,23,Mercedes-Benz,Freuen,2024,42378.0,,7,Cloppenburg,2025-05-07 23:00:04,118,available
2690,23,Mercedes-Benz,Ja,2021,28501.0,,3,Cloppenburg,2024-03-14 01:04:48,147,available
2691,23,Mercedes-Benz,Schauen,2021,42042.0,48348.299999999996,8,Cloppenburg,2024-01-26 04:15:03,131,sold
2692,23,Mercedes-Benz,Wald,2021,13197.0,15176.55,4,Cloppenburg,2023-04-11 03:17:33,62,sold
2693,23,Mercedes-Benz,Springen,2024,17213.0,,1,Cloppenburg,2025-03-09 18:12:25,15,available
2694,23,Mercedes-Benz,Weit,2023,34507.0,,10,Cloppenburg,2026-01-01 02:54:32,54,available
2695,23,Mercedes-Benz,Später,2024,25748.0,29610.199999999997,9,Cloppenburg,2025-04-02 11:13:50,81,sold
2696,23,Mercedes-Benz,Dir,2019,47045.0,54101.74999999999,2,Cloppenburg,2023-09-21 17:24:36,52,sold
2697,23,Mercedes-Benz,Mögen,2022,38832.0,44656.799999999996,3,Cloppenburg,2023-03-18 12:37:24,68,sold
2698,23,Mercedes-Benz,Stück,2020,46345.0,53296.74999999999,10,Cloppenburg,2025-11-09 17:55:45,120,available
2699,23,Mercedes-Benz,Auto,2020,40426.0,46489.899999999994,3,Cloppenburg,2023-07-24 23:10:22,22,sold
2700,23,Mercedes-Benz,Bein,2024,44342.0,,8,Cloppenburg,2023-04-07 17:07:47,170,available
2701,23,Mercedes-Benz,Oft,2019,10002.0,11502.3,6,Cloppenburg,2025-07-21 20:33:51,36,sold
2702,23,Mercedes-Benz,Später,2022,24644.0,,4,Cloppenburg,2026-01-02 11:39:04,153,available
2703,23,Mercedes-Benz,Minutenmir,2023,24844.0,28570.6,4,Cloppenburg,2024-02-27 20:02:30,36,sold
2704,23,Mercedes-Benz,Buch,2024,31447.0,36164.049999999996,10,Cloppenburg,2024-05-05 22:32:45,32,sold
2705,23,Mercedes-Benz,Wir,2020,49642.0,57088.299999999996,4,Cloppenburg,2023-12-06 13:10:03,8,sold
2706,23,Mercedes-Benz,Glauben,2019,26597.0,30586.55,4,Cloppenburg,2025-06-26 03:16:54,104,sold
2707,23,Mercedes-Benz,Schwer,2022,24487.0,28160.05,1,Cloppenburg,2024-10-29 14:13:03,1,sold
2708,23,Mercedes-Benz,Rot,2019,29734.0,,6,Cloppenburg,2025-05-04 18:21:45,103,available
2709,23,Mercedes-Benz,Baden,2018,10546.0,12127.9,1,Cloppenburg,2024-11-20 00:38:16,137,sold
2710,23,Mercedes-Benz,Zu,2021,12474.0,14345.099999999999,7,Cloppenburg,2024-04-29 22:31:24,145,sold
2711,23,Mercedes-Benz,Fuß,2018,41678.0,47929.7,2,Cloppenburg,2023-04-12 11:11:03,61,sold
2712,23,Mercedes-Benz,Fallen,2020,21779.0,,4,Cloppenburg,2025-09-19 19:09:32,25,available
2713,23,Mercedes-Benz,Glück,2022,20193.0,,6,Cloppenburg,2024-09-17 23:50:36,15,available
2714,23,Mercedes-Benz,Einigen,2022,13249.0,,8,Cloppenburg,2024-06-04 00:37:09,42,available
2715,23,Mercedes-Benz,Und,2019,45979.0,52875.85,3,Cloppenburg,2023-04-23 00:14:39,91,sold
2716,23,Mercedes-Benz,Zeit,2020,18421.0,,9,Cloppenburg,2025-01-17 02:31:49,160,available
2717,23,Mercedes-Benz,Schnell,2021,22349.0,25701.35,2,Cloppenburg,2025-10-07 10:56:53,78,sold
2718,23,Mercedes-Benz,Maus,2022,42093.0,48406.95,9,Cloppenburg,2024-08-05 09:47:26,78,sold
2719,23,Mercedes-Benz,Langsam,2024,28625.0,,10,Cloppenburg,2024-02-07 23:00:21,128,available
2720,23,Mercedes-Benz,Singen,2020,38785.0,44602.75,10,Cloppenburg,2024-11-14 01:54:18,81,sold
2721,23,Mercedes-Benz,Klettern,2024,48437.0,55702.549999999996,7,Cloppenburg,2024-10-09 11:56:45,70,sold
2722,23,Mercedes-Benz,Es,2021,27982.0,,5,Cloppenburg,2026-01-26 07:57:29,121,available
2723,23,Mercedes-Benz,Leise,2022,33827.0,38901.049999999996,7,Cloppenburg,2025-11-15 16:39:20,159,available
2724,23,Mercedes-Benz,Essen,2022,34756.0,39969.399999999994,6,Cloppenburg,2025-07-31 06:56:06,66,sold
2725,23,Mercedes-Benz,Unser,2021,23373.0,26878.949999999997,10,Cloppenburg,2023-03-21 09:49:46,147,sold
2726,23,Mercedes-Benz,Bauen,2024,37331.0,42930.649999999994,10,Cloppenburg,2025-04-25 14:08:51,7,sold
2727,23,Mercedes-Benz,Braun,2022,23496.0,27020.399999999998,10,Cloppenburg,2023-11-27 09:39:41,89,sold
2728,23,Mercedes-Benz,Jahr,2021,38581.0,44368.149999999994,6,Cloppenburg,2025-07-03 22:12:54,58,sold
2729,23,Mercedes-Benz,Vielleicht,2022,36552.0,42034.799999999996,2,Cloppenburg,2023-07-31 20:58:09,97,sold
2730,23,Mercedes-Benz,Hin,2020,41268.0,47458.2,7,Cloppenburg,2025-07-23 09:49:26,69,sold
2731,23,Mercedes-Benz,Arbeiten,2024,13176.0,15152.4,3,Cloppenburg,2025-02-26 05:30:01,105,sold
2732,23,Mercedes-Benz,Minute,2023,28219.0,32451.85,2,Cloppenburg,2024-09-18 22:22:20,31,sold
2733,23,Mercedes-Benz,Oft,2023,20333.0,,5,Cloppenburg,2023-10-09 17:02:06,38,available
2734,23,Mercedes-Benz,Spät,2018,41606.0,47846.899999999994,10,Cloppenburg,2025-01-14 17:52:12,44,sold
2735,23,Mercedes-Benz,Das,2022,20408.0,23469.199999999997,8,Cloppenburg,2024-04-27 01:11:27,178,sold
2736,23,Mercedes-Benz,Es,2021,16542.0,19023.3,5,Cloppenburg,2025-12-10 10:55:11,93,available
2737,23,Mercedes-Benz,Ist,2022,41162.0,47336.299999999996,6,Cloppenburg,2025-07-21 10:32:54,96,sold
